#page_id	source_id	path	title	page_class	symbol_count	kind	symbol	declaration_origin	header	library	os_versions_raw	declaration_status	duplicate_of	source_url
wm65-SHMENUBARINFO	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHMENUBARINFO.html	SHMENUBARINFO	symbol_page	1	struct	SHMENUBARINFO	syntax_section+glued_identifier				matched_glued		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHMENUBARINFO
wm65-SHNP	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHNP.html	SHNP	symbol_page	1	enum	SHNP	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHNP
wm65-SHNotificationAdd	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHNotificationAdd.html	SHNotificationAdd	symbol_page	1	function	SHNotificationAdd	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHNotificationAdd
wm65-SHNotificationUpdate	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHNotificationUpdate.html	SHNotificationUpdate	symbol_page	1	function	SHNotificationUpdate	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHNotificationUpdate
wm65-SHRGINFO	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHRGINFO.html	SHRGINFO	declaration_candidate_mismatch	0		SHRGINFO	none				candidate_mismatch:tagSHRGI		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHRGINFO
wm65-SHRecognizeGesture	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHRecognizeGesture.html	SHRecognizeGesture	symbol_page	1	function	SHRecognizeGesture	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHRecognizeGesture
wm65-SHSetAppKeyWndAssoc	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHSetAppKeyWndAssoc.html	SHSetAppKeyWndAssoc	symbol_page	1	function	SHSetAppKeyWndAssoc	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHSetAppKeyWndAssoc
wm65-SHSipInfo	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHSipInfo.html	SHSipInfo	symbol_page	1	function	SHSipInfo	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHSipInfo
wm65-SHSipPreference	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SHSipPreference.html	SHSipPreference	symbol_page	1	function	SHSipPreference	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SHSipPreference
wm65-SIPSTATE	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SIPSTATE.html	SIPSTATE	symbol_page	1	enum	SIPSTATE	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SIPSTATE
wm65-Shell-Enumerations	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-Shell-Enumerations.html	Shell Enumerations	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-Shell-Enumerations
wm65-SipRegisterNotification	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SipRegisterNotification.html	SipRegisterNotification	symbol_page	1	function	SipRegisterNotification	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SipRegisterNotification
wm65-SipShowIM	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SipShowIM.html	SipShowIM	symbol_page	1	function	SipShowIM	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SipShowIM
wm65-SipStatus	supplementary-windows-mobile-6.5	supplementary/windows-mobile-6.5/wm65-SipStatus.html	SipStatus	symbol_page	1	function	SipStatus	syntax_section				matched		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/wm65-SipStatus
